03:00,false,ParentName,StudentName
03:03,false,ParentName,StudentName
03:06,false,ParentName,StudentName
03:09,false,ParentName,StudentName
03:12,false,ParentName,StudentName
03:15,false,ParentName,StudentName
03:18,false,ParentName,StudentName
03:21,false,ParentName,StudentName
03:24,false,ParentName,StudentName
03:27,false,ParentName,StudentName
03:30,false,ParentName,StudentName
03:33,false,ParentName,StudentName
03:36,false,ParentName,StudentName
03:39,false,ParentName,StudentName
03:42,false,ParentName,StudentName
03:45,false,ParentName,StudentName
03:48,false,ParentName,StudentName
03:51,false,ParentName,StudentName
03:54,false,ParentName,StudentName
03:57,false,ParentName,StudentName
04:00,false,ParentName,StudentName
04:03,false,ParentName,StudentName
04:06,false,ParentName,StudentName
04:09,false,ParentName,StudentName
04:12,false,ParentName,StudentName
04:15,false,ParentName,StudentName
04:18,false,ParentName,StudentName
04:21,false,ParentName,StudentName
04:24,false,ParentName,StudentName
04:27,false,ParentName,StudentName
04:30,false,ParentName,StudentName
04:33,false,ParentName,StudentName
04:36,true,
04:39,false,ParentName,StudentName
04:42,false,ParentName,StudentName
04:45,false,ParentName,StudentName
04:48,false,ParentName,StudentName
04:51,false,ParentName,StudentName
04:54,false,ParentName,StudentName
04:57,false,ParentName,StudentName
05:00,false,ParentName,StudentName
05:03,false,ParentName,StudentName
05:06,false,ParentName,StudentName
05:09,false,ParentName,StudentName
05:12,false,ParentName,StudentName
05:15,false,ParentName,StudentName
05:18,false,ParentName,StudentName
05:21,false,ParentName,StudentName
05:24,false,ParentName,StudentName
05:27,false,ParentName,StudentName
